	Year	Country Code	GDP
3745	1988	ECS	8477.336566487278
3746	1989	ECS	8612.159116119112
3747	1990	ECS	10480.537339996374
3748	1991	ECS	10770.346300860983
3749	1992	ECS	11503.86745879135
3750	1993	ECS	10533.124286032187
3751	1994	ECS	10991.460028166026
3752	1995	ECS	12654.258293250781
3753	1996	ECS	12900.584407447714
3754	1997	ECS	12220.144126588642
3755	1998	ECS	12506.521879035754
3756	1999	ECS	12346.944780021751
3757	2000	ECS	11618.61444929487
3758	2001	ECS	11714.003036371892
3759	2002	ECS	12792.023909974401
3760	2003	ECS	15540.493887235212
3761	2004	ECS	18062.053318301478
3762	2005	ECS	19182.220574775183
3763	2006	ECS	20701.34510211031
3764	2007	ECS	24104.775544253793
3765	2008	ECS	26352.567900198716
3766	2009	ECS	23087.377811888986
3767	2010	ECS	23532.298039384223
3768	2011	ECS	26013.139286943333
3769	2012	ECS	24973.056932825813
3770	2013	ECS	25978.796782709647
3771	2014	ECS	26197.313832099142
3772	2015	ECS	22452.399483073572
3773	2016	ECS	22248.79859661674
3774	2017	ECS	23422.19436752403
3775	2018	ECS	
3776	1960	ECU	455.2728110831067
3777	1961	ECU	375.0060492968163
3778	1962	ECU	315.4462747394018
3779	1963	ECU	368.2767101237968
3780	1964	ECU	440.0747034596449
3781	1965	ECU	454.66555242876086
3782	1966	ECU	449.3990148905346
3783	1967	ECU	458.7800828885826
3784	1968	ECU	450.5711303213666
3785	1969	ECU	527.4997645362549
3786	1970	ECU	471.385993013935
3787	1971	ECU	440.7573992632681
3788	1972	ECU	495.5872545586344
3789	1973	ECU	588.5972465381258
3790	1974	ECU	970.7354294641922
3791	1975	ECU	1106.5184783290108
3792	1976	ECU	1266.3907250223544
3793	1977	ECU	1495.2531462252412
3794	1978	ECU	1574.5597896978204
3795	1979	ECU	1823.7229949127268
3796	1980	ECU	2241.7900058081495
3797	1981	ECU	2665.312249638648
3798	1982	ECU	2374.597408608845
3799	1983	ECU	1993.0349404963174
3800	1984	ECU	1916.7035859554805
3801	1985	ECU	1895.7698873701404
3802	1986	ECU	1651.4935003182518
3803	1987	ECU	1467.30246214325
3804	1988	ECU	1340.1427956880261
3805	1989	ECU	1392.2325183912867
3806	1990	ECU	1491.4016816203914
3807	1991	ECU	1623.989246489464
3808	1992	ECU	1690.1551411097996
3809	1993	ECU	1729.373392864029
3810	1994	ECU	2028.1977340080152
3811	1995	ECU	2135.6328119136156
3812	1996	ECU	2159.1508142907
3813	1997	ECU	2361.599124336027
3814	1998	ECU	2300.407883540023
3815	1999	ECU	1584.463443464972
3816	2000	ECU	1451.2907755099
3817	2001	ECU	1903.7415713596035
3818	2002	ECU	2183.9667963580337
3819	2003	ECU	2440.4689049731437
3820	2004	ECU	2708.5578920011753
3821	2005	ECU	3021.9425473160886
3822	2006	ECU	3350.7865413088116
3823	2007	ECU	3590.7180855126553
3824	2008	ECU	4274.952064576709
3825	2009	ECU	4255.565701411212
3826	2010	ECU	4657.302361147101
3827	2011	ECU	5223.351763202481
3828	2012	ECU	5702.10431276527
3829	2013	ECU	6074.090828958339
3830	2014	ECU	6396.630483392182
3831	2015	ECU	6150.15595531519
3832	2016	ECU	6099.315303421383
3833	2017	ECU	6273.488892356253
3834	2018	ECU	
3835	1960	EGY	
3836	1961	EGY	
3837	1962	EGY	
3838	1963	EGY	
3839	1964	EGY	
3840	1965	EGY	160.27572581735942
3841	1966	EGY	166.5111222217635
3842	1967	EGY	172.29608043170413
3843	1968	EGY	177.7330784009018
3844	1969	EGY	190.67973183167655
3845	1970	EGY	229.4737717801748
3846	1971	EGY	240.0577654969958
3847	1972	EGY	253.57825262739962
3848	1973	EGY	269.379976658736
3849	1974	EGY	240.826625082571
3850	1975	EGY	296.83238044724186
3851	1976	EGY	332.1603795126829
3852	1977	EGY	351.0125150640321
3853	1978	EGY	352.6205384395736
3854	1979	EGY	418.8121337269693
3855	1980	EGY	519.567944327705
3856	1981	EGY	489.55753195704864
3857	1982	EGY	596.2785467796654
3858	1983	EGY	650.6256684847928
3859	1984	EGY	695.1487252430425
3860	1985	EGY	777.8809664234177
3861	1986	EGY	799.367256305835
3862	1987	EGY	762.3608727421397
3863	1988	EGY	641.2806407308917
3864	1989	EGY	709.8505928934331
3865	1990	EGY	748.6022671543047
3866	1991	EGY	636.3628184407207
3867	1992	EGY	697.1868547891945
3868	1993	EGY	760.1497283165127
3869	1994	EGY	830.4242695665972
3870	1995	EGY	944.2019116444778
3871	1996	EGY	1041.5234479608182
3872	1997	EGY	1185.7181212993191
3873	1998	EGY	1258.9975519044403
3874	1999	EGY	1321.7997134006346
3875	2000	EGY	1428.1830042953732
3876	2001	EGY	1370.7174379504866
3877	2002	EGY	1210.2292488168864
3878	2003	EGY	1120.874928406693
3879	2004	EGY	1045.9432083754807
3880	2005	EGY	1168.1152306791307
3881	2006	EGY	1375.1963159911302
3882	2007	EGY	1640.47606839651
3883	2008	EGY	2011.2461540686581
3884	2009	EGY	2291.6670621976564
3885	2010	EGY	2602.479548695666
3886	2011	EGY	2747.4803267116645
3887	2012	EGY	3181.4417083041535
3888	2013	EGY	3213.3891579094234
3889	2014	EGY	3327.7542472610767
3890	2015	EGY	3547.713011838268
3891	2016	EGY	3479.2812462117427
3892	2017	EGY	2412.7270818521342
3893	2018	EGY	
3894	1960	EMU	924.9600154875376
3895	1961	EMU	1008.9023963495124
3896	1962	EMU	1109.2634669613853
3897	1963	EMU	1232.7825960299674
3898	1964	EMU	1358.6566319654933
3899	1965	EMU	1469.3596247318717
3900	1966	EMU	1589.1857835254652
3901	1967	EMU	1714.274829255622
3902	1968	EMU	1825.7653607036557
3903	1969	EMU	2003.6239946641529
3904	1970	EMU	2230.241935282099
3905	1971	EMU	2513.5338860702946
3906	1972	EMU	3015.517821722836
3907	1973	EMU	3889.0350391325233
3908	1974	EMU	4384.376051478934
3909	1975	EMU	5057.393426630724
3910	1976	EMU	5254.297685191151
3911	1977	EMU	5953.058835950565
3912	1978	EMU	7261.300040832893
3913	1979	EMU	8761.454928337738
3914	1980	EMU	9772.042391927755
3915	1981	EMU	8461.200802413221
3916	1982	EMU	8169.828308161297
3917	1983	EMU	7954.183864943516
3918	1984	EMU	7616.967178251006
3919	1985	EMU	7810.539896577568
3920	1986	EMU	10933.615637515159
3921	1987	EMU	13484.838135395947
3922	1988	EMU	14780.083896011964
3923	1989	EMU	15031.691992310592
3924	1990	EMU	18829.020414106406
3925	1991	EMU	19502.774043924823
3926	1992	EMU	21416.102307203186
3927	1993	EMU	19533.58572997476
3928	1994	EMU	20572.180288731022
3929	1995	EMU	23683.637718985523
3930	1996	EMU	23911.141496054388
3931	1997	EMU	21809.67313638562
3932	1998	EMU	22363.994678356936
3933	1999	EMU	22206.56129645974
3934	2000	EMU	20170.311234125573
3935	2001	EMU	20423.97707052347
3936	2002	EMU	22114.176111733585
3937	2003	EMU	27138.018837859265
3938	2004	EMU	30957.980391794048
3939	2005	EMU	31965.46295551323
3940	2006	EMU	33782.09234169907
3941	2007	EMU	38700.38601089714
3942	2008	EMU	42220.04454842011
3943	2009	EMU	38480.922440773276
3944	2010	EMU	37605.14598920634
3945	2011	EMU	40610.71931422005
3946	2012	EMU	37604.5858449282
3947	2013	EMU	39111.44949193491
3948	2014	EMU	39823.505775124344
3949	2015	EMU	34362.645064740456
3950	2016	EMU	35039.41547945507
3951	2017	EMU	36870.175531933935
3952	2018	EMU	
3953	1960	ERI	
3954	1961	ERI	
3955	1962	ERI	
3956	1963	ERI	
3957	1964	ERI	
3958	1965	ERI	
3959	1966	ERI	
3960	1967	ERI	
3961	1968	ERI	
3962	1969	ERI	
3963	1970	ERI	
3964	1971	ERI	
3965	1972	ERI	
3966	1973	ERI	
3967	1974	ERI	
3968	1975	ERI	
3969	1976	ERI	
3970	1977	ERI	
3971	1978	ERI	
3972	1979	ERI	
3973	1980	ERI	
3974	1981	ERI	
3975	1982	ERI	
3976	1983	ERI	
3977	1984	ERI	
3978	1985	ERI	
3979	1986	ERI	
3980	1987	ERI	
3981	1988	ERI	
3982	1989	ERI	
3983	1990	ERI	
3984	1991	ERI	
3985	1992	ERI	152.98672654699334
3986	1993	ERI	150.97309423045317
3987	1994	ERI	172.3215472424257
3988	1995	ERI	187.05044788957463
3989	1996	ERI	222.54544591337162
3990	1997	ERI	217.15092923597223
3991	1998	ERI	231.2266102353435
3992	1999	ERI	208.6209746807092
3993	2000	ERI	208.19694865228334
3994	2001	ERI	215.1392102518018
3995	2002	ERI	201.7687981156239
3996	2003	ERI	232.79454591441703
3997	2004	ERI	287.422224311551
3998	2005	ERI	276.7508096461294
3999	2006	ERI	297.8280588029249
4000	2007	ERI	317.3294335865542
4001	2008	ERI	326.0825641515122
4002	2009	ERI	430.7544499381051
4003	2010	ERI	482.1490904235003
4004	2011	ERI	582.7755302374856
4005	2012	ERI	
4006	2013	ERI	
4007	2014	ERI	
4008	2015	ERI	
4009	2016	ERI	
4010	2017	ERI	
4011	2018	ERI	
4012	1960	ESP	396.3922533376142
4013	1961	ESP	450.05328924696846
4014	1962	ESP	520.2061313800051
4015	1963	ESP	609.4873840565126
4016	1964	ESP	675.2416391412078
4017	1965	ESP	774.7616093300962
4018	1966	ESP	889.6598720115288
4019	1967	ESP	968.306781765983
4020	1968	ESP	950.5457405937337
4021	1969	ESP	1077.6786999459102
4022	1970	ESP	1208.9966617796683
4023	1971	ESP	1358.4657467582267
4024	1972	ESP	1704.1673613594205
4025	1973	ESP	2241.44884652705
4026	1974	ESP	2742.4555845631608
4027	1975	ESP	3201.1192013472573
4028	1976	ESP	3270.405728665098
4029	1977	ESP	3617.737758980581
4030	1978	ESP	4344.606706165759
4031	1979	ESP	5754.542183422534
4032	1980	ESP	6191.714945034939
4033	1981	ESP	5356.577831807868
4034	1982	ESP	5145.694383557572
4035	1983	ESP	4466.3362639378065
4036	1984	ESP	4477.793724098808
4037	1985	ESP	4686.891069242567
4038	1986	ESP	6495.811996685348
4039	1987	ESP	8217.234256821119
4040	1988	ESP	9676.769252409618
4041	1989	ESP	10652.957971472972
4042	1990	ESP	13767.38147217115
4043	1991	ESP	14771.672302029207
4044	1992	ESP	16068.426721444352
4045	1993	ESP	13303.676131174905
4046	1994	ESP	13378.849842064392
4047	1995	ESP	15429.939421619862
4048	1996	ESP	16069.207085415816
4049	1997	ESP	14696.216107708504
4050	1998	ESP	15340.33211419284
4051	1999	ESP	15678.21523454068
4052	2000	ESP	14676.70608802315
4053	2001	ESP	15323.611397754681
4054	2002	ESP	17019.535413660513
4055	2003	ESP	21495.70740764737
4056	2004	ESP	24918.64584199942
4057	2005	ESP	26510.717453342633
4058	2006	ESP	28482.609483346143
4059	2007	ESP	32709.401038377087
4060	2008	ESP	35579.30993388041
4061	2009	ESP	32334.005477791172
4062	2010	ESP	30736.627853081212
4063	2011	ESP	31835.28880084083
4064	2012	ESP	28563.85903819151
4065	2013	ESP	29211.773745593502
4066	2014	ESP	29623.164445134298
4067	2015	ESP	25789.51954814758
4068	2016	ESP	26616.75779655097
4069	2017	ESP	28156.815836235186
4070	2018	ESP	
4071	1960	EST	
4072	1961	EST	
4073	1962	EST	
4074	1963	EST	
4075	1964	EST	
4076	1965	EST	
4077	1966	EST	
4078	1967	EST	
4079	1968	EST	
4080	1969	EST	
4081	1970	EST	
4082	1971	EST	
4083	1972	EST	
4084	1973	EST	
4085	1974	EST	
4086	1975	EST	
4087	1976	EST	
4088	1977	EST	
4089	1978	EST	
4090	1979	EST	
4091	1980	EST	
4092	1981	EST	
4093	1982	EST	
4094	1983	EST	
4095	1984	EST	
4096	1985	EST	
4097	1986	EST	
4098	1987	EST	
4099	1988	EST	
4100	1989	EST	
4101	1990	EST	
4102	1991	EST	
4103	1992	EST	
4104	1993	EST	
4105	1994	EST	
4106	1995	EST	3044.3837091107976
4107	1996	EST	3352.7337408889102
4108	1997	EST	3619.9454956801105
4109	1998	EST	4052.292270590271
4110	1999	EST	4119.347393908136
4111	2000	EST	4070.032826987136
4112	2001	EST	4498.957027431462
4113	2002	EST	5308.347780593283
4114	2003	EST	7174.237414733685
4115	2004	EST	8850.465114847913
4116	2005	EST	10338.313223579884
4117	2006	EST	12595.410648630354
4118	2007	EST	16586.40520488473
4119	2008	EST	18094.548052783066
4120	2009	EST	14726.318278058745
4121	2010	EST	14638.604817345657
4122	2011	EST	17454.84342464351
4123	2012	EST	17421.89022273776
4124	2013	EST	19072.238517566937
4125	2014	EST	19949.581376697068
4126	2015	EST	17155.87417599953
4127	2016	EST	17736.802695352115
4128	2017	EST	19704.655040239046
4129	2018	EST	
4130	1960	ETH	
4131	1961	ETH	
4132	1962	ETH	
4133	1963	ETH	
4134	1964	ETH	
4135	1965	ETH	
4136	1966	ETH	
4137	1967	ETH	
4138	1968	ETH	
4139	1969	ETH	
4140	1970	ETH	
4141	1971	ETH	
4142	1972	ETH	
4143	1973	ETH	
4144	1974	ETH	
4145	1975	ETH	
4146	1976	ETH	
4147	1977	ETH	
4148	1978	ETH	
4149	1979	ETH	
4150	1980	ETH	
4151	1981	ETH	202.79193755060308
4152	1982	ETH	207.54798628369517
4153	1983	ETH	223.78720692574962
4154	1984	ETH	204.87216621652462
4155	1985	ETH	232.37158773620573
4156	1986	ETH	233.8183803928664
4157	1987	ETH	242.04516010766528
4158	1988	ETH	242.7873277486712
4159	1989	ETH	247.0265475050407
4160	1990	ETH	253.1929483783983
4161	1991	ETH	270.2443934726976
4162	1992	ETH	203.164502241593
4163	1993	ETH	164.95843633046925
4164	1994	ETH	124.98304543742634
4165	1995	ETH	133.72885387129122
4166	1996	ETH	144.50035237210028
4167	1997	ETH	140.86112573782373
4168	1998	ETH	124.5056232315445
4169	1999	ETH	119.13408181877678
4170	2000	ETH	123.87620572999259
4171	2001	ETH	120.17892791114973
4172	2002	ETH	111.36343555595842
4173	2003	ETH	118.87344658163182
4174	2004	ETH	135.7623857964707
4175	2005	ETH	161.62662477307822
4176	2006	ETH	193.79490564251637
4177	2007	ETH	243.30268224694566
4178	2008	ETH	325.3825542650563
4179	2009	ETH	379.7566385408877
4180	2010	ETH	341.3099092005042
4181	2011	ETH	354.846354368724
4182	2012	ETH	468.50672490753567
4183	2013	ETH	502.1535887320712
4184	2014	ETH	571.1622758860005
4185	2015	ETH	645.4650067077646
4186	2016	ETH	712.8779499611379
4187	2017	ETH	767.5634778158094
4188	2018	ETH	
4189	1960	EUU	876.7538403839972
4190	1961	EUU	946.4420213054609
4191	1962	EUU	1024.8258984991455
4192	1963	EUU	1118.9869348401553
4193	1964	EUU	1229.3270174220866
4194	1965	EUU	1327.7412380714684
4195	1966	EUU	1428.3657897610146
4196	1967	EUU	1523.8013946838187
4197	1968	EUU	1573.266606030688
4198	1969	EUU	1716.9260672557061
4199	1970	EUU	1933.6798936658035
4200	1971	EUU	2175.726346314755
4201	1972	EUU	2588.2791060642485
4202	1973	EUU	3266.7066761978617
4203	1974	EUU	3651.172218173246
4204	1975	EUU	4234.135897945786
4205	1976	EUU	4365.0045052419455
4206	1977	EUU	4922.900826964892
4207	1978	EUU	6009.2518996706585
4208	1979	EUU	7310.455228986701
4209	1980	EUU	8309.84841374511
4210	1981	EUU	7325.733571987155
4211	1982	EUU	7031.033255829617
4212	1983	EUU	6799.298150844104
4213	1984	EUU	6513.872702215911
4214	1985	EUU	6715.838714124456
4215	1986	EUU	9183.308920458783
4216	1987	EUU	11329.685827288886
4217	1988	EUU	12597.651880325418
4218	1989	EUU	12819.433233261369
4219	1990	EUU	15842.935700424456
4220	1991	EUU	16408.807949256676
4221	1992	EUU	17825.10765605488
4222	1993	EUU	16196.256576144408
4223	1994	EUU	17157.347809629457
4224	1995	EUU	19860.2150268822
4225	1996	EUU	20273.99718236048
4226	1997	EUU	19102.276756018862
4227	1998	EUU	19726.255905598468
4228	1999	EUU	19656.142597784063
4229	2000	EUU	18243.441988809947
4230	2001	EUU	18406.978057713506
4231	2002	EUU	20017.449780152165
4232	2003	EUU	24277.690614744486
4233	2004	EUU	27922.090865494494
4234	2005	EUU	29092.309708599067
4235	2006	EUU	30921.993571891235
4236	2007	EUU	35593.28597697514
4237	2008	EUU	38136.07685078677
4238	2009	EUU	33979.596420208356
4239	2010	EUU	33676.04693733111
4240	2011	EUU	36406.73166141566
4241	2012	EUU	34234.02801151193
4242	2013	EUU	35586.56797298628
4243	2014	EUU	36670.822295030484
4244	2015	EUU	32206.697607970877
4245	2016	EUU	32263.538515777647
4246	2017	EUU	33723.270602521516
4247	2018	EUU	
4248	1960	FCS	
4249	1961	FCS	
4250	1962	FCS	
4251	1963	FCS	
4252	1964	FCS	
4253	1965	FCS	
4254	1966	FCS	
4255	1967	FCS	
4256	1968	FCS	
4257	1969	FCS	
4258	1970	FCS	
4259	1971	FCS	
4260	1972	FCS	
4261	1973	FCS	
4262	1974	FCS	
4263	1975	FCS	
4264	1976	FCS	
4265	1977	FCS	
4266	1978	FCS	
4267	1979	FCS	
4268	1980	FCS	
4269	1981	FCS	
4270	1982	FCS	
4271	1983	FCS	
4272	1984	FCS	
4273	1985	FCS	
4274	1986	FCS	
4275	1987	FCS	
4276	1988	FCS	
4277	1989	FCS	
4278	1990	FCS	
4279	1991	FCS	
4280	1992	FCS	
4281	1993	FCS	
4282	1994	FCS	
4283	1995	FCS	
4284	1996	FCS	
4285	1997	FCS	
4286	1998	FCS	
4287	1999	FCS	
4288	2000	FCS	644.4164971574583
4289	2001	FCS	576.8028713104867
4290	2002	FCS	540.4324908233225
4291	2003	FCS	598.2208071146372
4292	2004	FCS	676.8191110449193
4293	2005	FCS	801.7580246790083
4294	2006	FCS	925.4140755065133
4295	2007	FCS	1110.055739211145
4296	2008	FCS	1401.0453767665756
4297	2009	FCS	1279.55041044161
4298	2010	FCS	1487.4564774377418
4299	2011	FCS	1596.3112873508549
4300	2012	FCS	1795.5620948769558
4301	2013	FCS	1828.8613163841057
4302	2014	FCS	1806.318883949789
4303	2015	FCS	1602.6418226195437
4304	2016	FCS	1495.6832940176257
4305	2017	FCS	1608.7986581576167
4306	2018	FCS	
4307	1960	FIN	1179.35301099994
4308	1961	FIN	1327.427224365998
4309	1962	FIN	1411.7023981804352
4310	1963	FIN	1522.319242099505
4311	1964	FIN	1707.5039382470122
4312	1965	FIN	1882.0868576484877
4313	1966	FIN	2010.2134561972505
4314	1967	FIN	2034.189049654778
4315	1968	FIN	1907.0772721766712
4316	1969	FIN	2178.035250449824
4317	1970	FIN	2467.4763465361557
4318	1971	FIN	2718.20755188138
4319	1972	FIN	3180.00587263802
4320	1973	FIN	4176.2727607875695
4321	1974	FIN	5301.542777995452
4322	1975	FIN	6260.1912785093255
4323	1976	FIN	6744.6969819957485
4324	1977	FIN	7074.356529804967
4325	1978	FIN	7634.4824076664545
4326	1979	FIN	9339.177075700885
4327	1980	FIN	11232.274564421976
4328	1981	FIN	10934.568093581453
4329	1982	FIN	10945.277340660541
4330	1983	FIN	10505.83366216893
4331	1984	FIN	10841.567128928633
4332	1985	FIN	11405.93365060346
4333	1986	FIN	14962.255360391366
4334	1987	FIN	18580.658647925484
4335	1988	FIN	22056.701753798763
4336	1989	FIN	23983.845753582864
4337	1990	FIN	28380.548911274975
4338	1991	FIN	25503.215209010872
4339	1992	FIN	22337.48712369123
4340	1993	FIN	17617.030438665395
4341	1994	FIN	20305.583549547457
4342	1995	FIN	26273.46590310658
4343	1996	FIN	25777.641299639552
4344	1997	FIN	24676.49707696215
4345	1998	FIN	25989.407503518036
4346	1999	FIN	26178.791784550842
4347	2000	FIN	24253.250424578648
4348	2001	FIN	24913.244516358354
4349	2002	FIN	26834.02625018035
4350	2003	FIN	32816.16088021405
4351	2004	FIN	37636.11173417534
4352	2005	FIN	38969.17163181298
4353	2006	FIN	41120.67650615813
4354	2007	FIN	48288.549097818635
4355	2008	FIN	53401.31487251981
4356	2009	FIN	47107.15570907052
4357	2010	FIN	46202.41516284544
4358	2011	FIN	50790.72414548022
4359	2012	FIN	47415.55987113511
4360	2013	FIN	49638.077129813944
4361	2014	FIN	49914.618642158915
4362	2015	FIN	42424.22080750223
4363	2016	FIN	43433.03222435795
4364	2017	FIN	45703.32786507401
4365	2018	FIN	
4366	1960	FJI	285.5425005289563
4367	1961	FJI	287.3291438999765
4368	1962	FJI	291.53970676249855
4369	1963	FJI	296.7729354427223
4370	1964	FJI	310.87299693268716
4371	1965	FJI	317.07294734120933
4372	1966	FJI	316.17958682714504
4373	1967	FJI	333.309188038613
4374	1968	FJI	334.6474530259157
4375	1969	FJI	357.459448696122
4376	1970	FJI	422.413510435661
4377	1971	FJI	466.0437578583701
4378	1972	FJI	583.3499301188307
4379	1973	FJI	768.7384554884276
4380	1974	FJI	987.9761701763642
4381	1975	FJI	1186.7398794869032
4382	1976	FJI	1182.1766267000903
4383	1977	FJI	1202.711763845863
4384	1978	FJI	1360.8702620750462
4385	1979	FJI	1640.6783289945581
4386	1980	FJI	1893.0466653756416
4387	1981	FJI	1898.5948893251746
4388	1982	FJI	1786.918613966884
4389	1983	FJI	1638.6373271648615
4390	1984	FJI	1681.9740159200255
4391	1985	FJI	1603.5867144983772
4392	1986	FJI	1795.605327443789
4393	1987	FJI	1632.073424056042
4394	1988	FJI	1535.4140626340509
4395	1989	FJI	1632.1382913434477
4396	1990	FJI	1834.9895724938158
4397	1991	FJI	1881.569901443962
4398	1992	FJI	2057.406690313198
4399	1993	FJI	2166.0527257446515
4400	1994	FJI	2383.9151460329554
4401	1995	FJI	2540.7515183403707
4402	1996	FJI	2714.253499693876
4403	1997	FJI	2641.064749407825
4404	1998	FJI	2070.1658466291356
4405	1999	FJI	2408.1654658158054
4406	2000	FJI	2076.013307676651
4407	2001	FJI	2038.8917287545746
4408	2002	FJI	2259.055795751034
4409	2003	FJI	2835.973971889932
4410	2004	FJI	3332.9185327200244
4411	2005	FJI	3658.63083239231
4412	2006	FJI	3749.9398134864487
4413	2007	FJI	4078.823270014402
4414	2008	FJI	4177.657788742691
4415	2009	FJI	3369.4082466578157
4416	2010	FJI	3651.966784055465
4417	2011	FJI	4353.12139240993
4418	2012	FJI	4546.738504451333
4419	2013	FJI	4763.0689555777835
4420	2014	FJI	5061.397574568856
4421	2015	FJI	4889.461453695616
4422	2016	FJI	5197.509139876923
4423	2017	FJI	5589.388833408963
4424	2018	FJI	
4425	1960	FRA	1338.299606305678
4426	1961	FRA	1440.5543303288841
4427	1962	FRA	1585.9172674284562
4428	1963	FRA	1752.964402835457
4429	1964	FRA	1919.266717705585
4430	1965	FRA	2042.2403837278343
4431	1966	FRA	2189.6708878715876
4432	1967	FRA	2346.3629515483217
4433	1968	FRA	2532.3147484766
4434	1969	FRA	2725.2176433186664
4435	1970	FRA	2853.0044960199907
4436	1971	FRA	3162.448246488005
4437	1972	FRA	3842.468176546556
4438	1973	FRA	4948.046817384593
4439	1974	FRA	5299.546574874374
4440	1975	FRA	6650.968966339757
4441	1976	FRA	6826.344825471998
4442	1977	FRA	7491.710344816587
4443	1978	FRA	9221.592767289592
4444	1979	FRA	11136.341643953077
4445	1980	FRA	12672.181245025064
4446	1981	FRA	11073.90623148991
4447	1982	FRA	10470.659890058247
4448	1983	FRA	9969.840237144617
4449	1984	FRA	9397.49518781027
4450	1985	FRA	9739.092056517478
4451	1986	FRA	13503.141016377258
4452	1987	FRA	16251.412635277884
4453	1988	FRA	17615.99145697012
4454	1989	FRA	17620.56020384771
4455	1990	FRA	21690.629116852928
4456	1991	FRA	21675.064248549337
4457	1992	FRA	23813.71184171506
4458	1993	FRA	22380.103961935467
4459	1994	FRA	23496.523322266625
4460	1995	FRA	26890.219880453453
4461	1996	FRA	26871.829018905424
4462	1997	FRA	24228.942350896392
4463	1998	FRA	24974.272199000538
4464	1999	FRA	24673.19896917444
4465	2000	FRA	22364.029394340596
4466	2001	FRA	22433.555714194477
4467	2002	FRA	24177.335167464156
4468	2003	FRA	29568.385949667954
4469	2004	FRA	33741.26514691746
4470	2005	FRA	34760.18776638657
4471	2006	FRA	36443.62344144114
4472	2007	FRA	41508.43268823181
4473	2008	FRA	45334.11091472774
4474	2009	FRA	41575.41617830308
4475	2010	FRA	40638.33400426001
4476	2011	FRA	43790.73539904917
4477	2012	FRA	40874.715955797976
4478	2013	FRA	42592.95151907008
4479	2014	FRA	43008.652570031816
4480	2015	FRA	36613.37521596132
4481	2016	FRA	36870.21913445626
4482	2017	FRA	38476.6586361575
4483	2018	FRA	
4484	1960	FRO	
4485	1961	FRO	
4486	1962	FRO	
4487	1963	FRO	
4488	1964	FRO	
4489	1965	FRO	
4490	1966	FRO	
4491	1967	FRO	
4492	1968	FRO	
4493	1969	FRO	
4494	1970	FRO	
4495	1971	FRO	
4496	1972	FRO	
4497	1973	FRO	
4498	1974	FRO	
4499	1975	FRO	
4500	1976	FRO	
4501	1977	FRO	
4502	1978	FRO	
4503	1979	FRO	
4504	1980	FRO	
4505	1981	FRO	
4506	1982	FRO	
4507	1983	FRO	
4508	1984	FRO	
4509	1985	FRO	
4510	1986	FRO	
4511	1987	FRO	
4512	1988	FRO	
4513	1989	FRO	
4514	1990	FRO	
4515	1991	FRO	
4516	1992	FRO	
4517	1993	FRO	
4518	1994	FRO	
4519	1995	FRO	
4520	1996	FRO	
4521	1997	FRO	
4522	1998	FRO	23737.416766217077
4523	1999	FRO	23982.880671012863
4524	2000	FRO	22479.578988392026
4525	2001	FRO	24300.378599898584
4526	2002	FRO	26553.746559783347
4527	2003	FRO	30993.07706166333
4528	2004	FRO	34979.081699587136
4529	2005	FRO	35847.45356499844
4530	2006	FRO	40719.57503177479
4531	2007	FRO	47024.229698072566
4532	2008	FRO	49773.16687308627
4533	2009	FRO	46521.50171347553
4534	2010	FRO	47397.902922964066
4535	2011	FRO	50789.04860399905
4536	2012	FRO	48421.80307150671
4537	2013	FRO	53612.8250038773
4538	2014	FRO	57543.66905915161
4539	2015	FRO	50581.968491558604
4540	2016	FRO	
4541	2017	FRO	
4542	2018	FRO	
4543	1960	FSM	
4544	1961	FSM	
4545	1962	FSM	
4546	1963	FSM	
4547	1964	FSM	
4548	1965	FSM	
4549	1966	FSM	
4550	1967	FSM	
4551	1968	FSM	
4552	1969	FSM	
4553	1970	FSM	
4554	1971	FSM	
4555	1972	FSM	
4556	1973	FSM	
4557	1974	FSM	
4558	1975	FSM	
4559	1976	FSM	
4560	1977	FSM	
4561	1978	FSM	
4562	1979	FSM	
4563	1980	FSM	
4564	1981	FSM	
4565	1982	FSM	
4566	1983	FSM	1320.062470561987
4567	1984	FSM	
4568	1985	FSM	
4569	1986	FSM	1275.867558102515
4570	1987	FSM	1296.378582537214
4571	1988	FSM	1355.1254604927137
4572	1989	FSM	1436.9068242446142
4573	1990	FSM	1528.0646936084956
4574	1991	FSM	1682.2032611666107
4575	1992	FSM	1756.185104473785
4576	1993	FSM	1908.9037273654435
4577	1994	FSM	1909.3506322072094
4578	1995	FSM	2065.004276841831
4579	1996	FSM	2019.9152698811195
4580	1997	FSM	1906.8800575104606
4581	1998	FSM	2029.289159075371
4582	1999	FSM	2046.6396453216594
4583	2000	FSM	2170.920209993298
4584	2001	FSM	2240.0214622311387
4585	2002	FSM	2257.773664974809
4586	2003	FSM	2296.2608597962853
4587	2004	FSM	2252.8031376375766
4588	2005	FSM	2355.544464951599
4589	2006	FSM	2397.4518375534612
4590	2007	FSM	2441.501551228611
4591	2008	FSM	2516.0186833591765
4592	2009	FSM	2693.023278183917
4593	2010	FSM	2861.7713480543543
4594	2011	FSM	3000.948119225268
4595	2012	FSM	3150.910601625073
4596	2013	FSM	3047.584424601261
4597	2014	FSM	3057.245589578426
4598	2015	FSM	3018.0086754186896
4599	2016	FSM	3143.7491066068214
4600	2017	FSM	3187.5568483286593
4601	2018	FSM	
4602	1960	GAB	283.4004646984015
